vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
專案,PChome Online_ 網路家庭國際資訊股份有限公司,2021.05.25,全職,臺北,,,,,,,有苦說不出,很少加班,9 hr,2,2,真的有苦說不出，一定...,建議真的要對電商即有...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.05.10,全職,臺北,,,,,,,平常心,偶爾加班,10 hr,3,3,公司福利一般，想了解...,產品線不同會差很多，...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.05.06,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,1,是需要非常多的耐心去...,是非常需要加班的一份...
專員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.04.25,全職,臺北,,,,,,,平常心,偶爾加班,9 hr,1,1,工作環境不錯，福利有...,我覺得薪水不夠，公司...
行銷企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.04.24,全職,臺北,,,,,,,還算愉快,賣肝拼經濟,11 hr,2,2,上班步調非常快，還有...,除了對電商有興趣外，...
資深客服,PChome Online_ 網路家庭國際資訊股份有限公司,2021.04.18,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,2,2,"福利很差, 連部門聚...",只是想過個水 增加履...
PM,PChome Online_ 網路家庭國際資訊股份有限公司,2021.04.15,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,12 hr,4,8,1. 系統專案商業模...,1. 上班打卡、下班...
產品企劃專員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.04.14,全職,臺北,,,,,,,平常心,偶爾加班,12 hr,2,2,工作內容不外乎就是幫...,大公司 福利完善 想...
行銷,PChome Online_ 網路家庭國際資訊股份有限公司,2021.04.07,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,1,1,工作內容說有趣很有趣...,新鮮人想洗經歷可以來...
Frontend Web Developer,PChome Online_ 網路家庭國際資訊股份有限公司,2021.03.11,全職,臺北,,,,,,,還算愉快,準時上下班,10 hr,4,20,網頁切版製作，互動小...,工作穩定薪資穩定，算...
倉庫,PChome Online_ 網路家庭國際資訊股份有限公司,2021.03.11,全職,桃園,,,,,,,想換工作了,準時上下班,9 hr,11,11,工作每天走路撿貨 優...,倉庫 幹部主管 言語...
客服人員,PChome Online_ 網路家庭國際資訊股份有限公司,2021.03.10,全職,臺北,,,,,,,平常心,常常加班,9 hr,1,3,福利普，加班要“公司...,公司規定多，責任制，...
PM,PChome Online_ 網路家庭國際資訊股份有限公司,2021.03.05,全職,臺北,,,,,,,有苦說不出,賣肝拼經濟,9 hr,1,1,工作內容一開始都是以...,如果順利過第一階段的...
行銷企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.02.10,全職,臺北,,,,,,,想換工作了,偶爾加班,9 hr,3,0,年終視獲利狀況及考績...,如果還年輕建議累積多...
企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.02.05,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,1,0,幫忙上架商品 拉庫存...,"大公司洗經歷就好, ..."
前端,PChome Online_ 網路家庭國際資訊股份有限公司,2021.02.05,全職,臺北,,,,,,,平常心,賣肝拼經濟,9 hr,3,0,內部職場政治極端到一...,"如果沒啥經濟壓力,建..."
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.02.03,全職,臺北,,,,,,,平常心,偶爾加班,8 hr,1,0,偶爾加班，公司主管階...,可以呆一兩年學經驗，...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2021.01.25,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,10 hr,1,0,工作內容為產品上下架...,想從事電商的人或許是...
Data Science,PChome Online_ 網路家庭國際資訊股份有限公司,2021.01.17,全職,臺北,,,,,,,平常心,偶爾加班,8 hr,1,0,有人會願意教你，但不...,算佛心企業吧，但薪資...
程式設計師,PChome Online_ 網路家庭國際資訊股份有限公司,2021.01.13,全職,臺北,,,,,,,平常心,偶爾加班,9 hr,1,0,"裡面單位很多,主管不...","如果近來單位不錯,就..."
Product manager,PChome Online_ 網路家庭國際資訊股份有限公司,2020.12.31,全職,臺北,,,,,,,平常心,偶爾加班,9 hr,1,0,工作還算愉快/福利制...,是磨練經驗的好地方/...
產品經理,PChome Online_ 網路家庭國際資訊股份有限公司,2020.12.20,全職,臺北,,,,,,,有苦說不出,賣肝拼經濟,11 hr,3,0,責任制，PM獎金與業...,賣肝拚經濟，我想電商...
產品經理,PChome Online_ 網路家庭國際資訊股份有限公司,2020.12.10,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,14 hr,5,0,電商大通路可以學經驗...,抱著開放心態可以學到...
行銷專員,PChome Online_ 網路家庭國際資訊股份有限公司,2020.12.09,全職,臺北,,,,,,,平常心,很少加班,9 hr,1,0,工作內容不完全跟想像...,是一個不常加班的工作...
產品經理,PChome Online_ 網路家庭國際資訊股份有限公司,2020.12.08,全職,臺北,,,,,,,想換工作了,常常加班,10 hr,1,0,"1. 每日瘋狂比價
...",適合社會新鮮人來賣肝...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.11.13,全職,臺北,,,,,,,還算愉快,偶爾加班,9 hr,1,0,同事好 很看主管 常...,不同產品線辛苦程度不...
理貨,PChome Online_ 網路家庭國際資訊股份有限公司,2020.11.02,全職,桃園,,,,,,,平常心,準時上下班,8 hr,1,0,電子商務的理貨工作，...,公司非常重視規定，要...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.10.26,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,11 hr,1,0,責任制，沒加班費。幸...,進對產品線還有跟對P...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.10.08,全職,臺北,,,,,,,還算愉快,準時上下班,8 hr,1,0,工作大部分都是維修現...,新人要有點能力才有機...
揀貨,PChome Online_ 網路家庭國際資訊股份有限公司,2020.10.06,全職,桃園,,,,,,,平常心,很少加班,8 hr,1,0,因為是派遣公司所以只...,工作很悶熱、但是試用...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.10.06,全職,臺北,,,,,,,有苦說不出,偶爾加班,8 hr,1,0,負責開發即時訊息產品...,基本上如果不是電商相...
Pm,PChome Online_ 網路家庭國際資訊股份有限公司,2020.10.04,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,2,0,如同電商行業，步調快...,對於電商有興趣再來，...
業助,PChome Online_ 網路家庭國際資訊股份有限公司,2020.09.30,全職,臺北,,,,,,,平常心,偶爾加班,9 hr,1,0,工作內容和廠商接洽，...,如果有想往電商發展，...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.09.24,全職,臺北,,,,,,,想換工作了,偶爾加班,8 hr,2,0,調薪幅度很少 不到3...,可先有工作經驗在萊 ...
專案經理,PChome Online_ 網路家庭國際資訊股份有限公司,2020.09.15,全職,臺北,,,,,,,非常開心,很少加班,8 hr,6,0,1、大公司有很多金、...,1、先摸熟自己負責的...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.09.14,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,0,工作內容單調且重複性...,"洗履歷的好地方
起薪..."
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.09.09,全職,臺北,,,,,,,有苦說不出,偶爾加班,9 hr,2,0,維護線上賣場及控管廠...,"對電商有熱情
需要懷..."
理貨員,PChome Online_ 網路家庭國際資訊股份有限公司,2020.09.07,全職,桃園,,,,,,,還算愉快,準時上下班,8 hr,1,0,我覺得內容單純簡單同...,非常適合沒有工作經驗...
後端工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.09.05,全職,臺北,,,,,,,平常心,準時上下班,9 hr,1,0,部門主要負責的是Pc...,新人練功應該算還不錯...
會計,PChome Online_ 網路家庭國際資訊股份有限公司,2020.09.04,全職,臺北,,,,,,,想換工作了,偶爾加班,8 hr,1,0,工作不忙，應付主管很...,心臟準備好，能力準備...
工讀生,PChome Online_ 網路家庭國際資訊股份有限公司,2020.09.03,全職,臺北,,,,,,,平常心,準時上下班,8 hr,1,0,主要為工讀生工作/內...,在這間公司，上班狀態...
視覺設計,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.28,全職,臺北,,,,,,,非常開心,準時上下班,8 hr,2,0,以電商產業來說整體中...,對新鮮人來說可能會有...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.27,全職,新北,,,,,,,平常心,很少加班,8 hr,1,0,基本上福利一般比外面...,基本上主管都很好 有...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.26,全職,臺北,,,,,,,想換工作了,偶爾加班,9 hr,1,0,"網站開發及維護QA,...",9:30~18:30...
產品經理,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.25,全職,臺北,,,,,,,有苦說不出,賣肝拼經濟,14 hr,3,0,開發供應商，活動設定...,適合速度快的人，具有...
專員,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.25,全職,臺北,,,,,,,平常心,偶爾加班,9 hr,1,0,福利普通、妹子很多，...,面試不會太難，基本上...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.22,全職,臺北,,,,,,,平常心,偶爾加班,9 hr,5,0,老闆技術強，常碰最新...,月份不多，但可以學到...
行銷,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.20,全職,臺北,,,,,,,有苦說不出,很少加班,9 hr,2,0,傳產電商公司，組織規...,總監等級的可能都是超...
帳務專員,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.17,全職,臺北,,,,,,,平常心,偶爾加班,9 hr,2,0,工作單純較固定無變化...,如果想要穩定的工作是...
行銷企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.08,全職,臺北,,,,,,,平常心,常常加班,10 hr,2,0,工作氣氛跟帶你的pm...,電商龍頭但是薪水結構...
撿貨人員,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.07,全職,桃園,,,,,,,平常心,準時上下班,8 hr,1,0,非常的勞累，尤其是一...,要做好心理準備，完全...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.03,全職,臺北,,,,,,,平常心,常常加班,9 hr,1,0,一個企劃負責一個產品...,跟對產品線和產品經理...
PM,PChome Online_ 網路家庭國際資訊股份有限公司,2020.08.03,全職,臺北,,,,,,,還算愉快,偶爾加班,9 hr,1,0,主要工作是開發商品、...,工作內容有趣，不過內...
國外PM,PChome Online_ 網路家庭國際資訊股份有限公司,2020.07.14,全職,臺北,,,,,,,平常心,常常加班,10 hr,1,0,基本上裡面的同事人都...,遇到好老闆的話 老闆...
前端工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.07.13,全職,臺北,,,,,,,平常心,偶爾加班,8 hr,1,0,"後端使用php開發
...","軍隊化的管理方式
九..."
專案經理,PChome Online_ 網路家庭國際資訊股份有限公司,2020.07.05,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,2,0,不同的專案任務，內部...,電商是好的出發點，選...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.07.04,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,12 hr,6,0,操到爆，每天大小事不...,分發組別很重要，幾個...
企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.06.11,全職,臺北,,,,,,,平常心,偶爾加班,8 hr,2,0,需要與廠商討論上架產...,每條產品線的忙碌程度...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.06.08,全職,臺北,,,,,,,有苦說不出,常常加班,9 hr,1,0,工作地點跟環境都還不...,雖然是台灣很有規模而...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.05.24,全職,桃園,,,,,,,還算愉快,偶爾加班,8 hr,1,0,倉庫資訊工程師，維護...,辦公室10多的人也能...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.05.23,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,10 hr,3,0,靠運氣 很吃產品線&...,想練基本功可以來磨磨...
專員,PChome Online_ 網路家庭國際資訊股份有限公司,2020.05.19,全職,桃園,,,,,,,平常心,準時上下班,8 hr,6,0,倉庫很熱，夏天非常酷...,可以學習到物流的流程...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.05.18,全職,臺北,,,,,,,平常心,偶爾加班,10 hr,2,0,"普普通通, 新人工作...",可以來這練習購物網站...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.05.03,全職,臺北,,,,,,,平常心,準時上下班,8 hr,4,0,工作內容明確，但有時...,公司主力於電商相關產...
線上購物客服,PChome Online_ 網路家庭國際資訊股份有限公司,2020.04.16,全職,臺北,,,,,,,平常心,偶爾加班,8 hr,1,0,福利是自己平台的禮券...,公司的一些福利還不錯...
實習,PChome Online_ 網路家庭國際資訊股份有限公司,2020.04.13,全職,桃園,,,,,,,平常心,很少加班,8 hr,1,0,"在倉庫裡面實習。
然...",不適合派遣，想要短時...
專員,PChome Online_ 網路家庭國際資訊股份有限公司,2020.04.02,全職,臺北,,,,,,,平常心,常常加班,10 hr,3,0,工作地點好，環境好，...,建議新人磨練，但是如...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.03.25,全職,臺北,,,,,,,非常開心,準時上下班,8 hr,1,0,工作沒壓力，很輕鬆，...,看你進到公司的部門，...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.03.23,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,8 hr,4,0,工作內容單調，技術債...,主軸核心是電商，其他...
工程師,PChome Online_ 網路家庭國際資訊股份有限公司,2020.03.01,全職,臺北,,,,,,,還算愉快,很少加班,8 hr,5,0,要看各個團隊，不同團...,這間公司適合新手來練...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.02.26,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,2,0,每天就跟廠商接洽 上...,資歷是好看但公司分工...
撿貨員,PChome Online_ 網路家庭國際資訊股份有限公司,2020.02.24,全職,桃園,,,,,,,平常心,準時上下班,8 hr,1,0,我是以派遣公司介紹進...,工作上還蠻易上手的，...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.02.22,全職,臺北,,,,,,,想換工作了,偶爾加班,9 hr,2,0,基本上就是無限的瑣事...,升遷制度貌似很完善，...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.02.16,全職,臺北,,,,,,,有苦說不出,常常加班,10 hr,1,0,1.會依照產品類別去...,建議想進入電商平台工...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.02.15,全職,臺北,,,,,,,有苦說不出,常常加班,11 hr,1,0,上架新品 與廠商接洽...,跟對ＰＭ很重要跟到不...
行銷企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.02.13,全職,臺北,,,,,,,有苦說不出,偶爾加班,9 hr,2,0,公司有英文學習補助，...,在大公司裡的工作態度...
行銷,PChome Online_ 網路家庭國際資訊股份有限公司,2020.02.06,全職,臺北,,,,,,,想換工作了,常常加班,10 hr,1,0,行銷部門很看你自己的...,如果可以建議你們進來...
行銷,PChome Online_ 網路家庭國際資訊股份有限公司,2020.01.20,全職,臺北,,,,,,,還算愉快,常常加班,10 hr,2,0,每天都在想行銷的活動...,錢給得太少，工作量又...
廠商服務,PChome Online_ 網路家庭國際資訊股份有限公司,2020.01.17,全職,臺北,,,,,,,有苦說不出,準時上下班,8 hr,1,0,工作雖準時上下班，但...,如果喜歡養老沒發展的...
產品企劃,PChome Online_ 網路家庭國際資訊股份有限公司,2020.01.06,全職,臺北,,,,,,,有苦說不出,常常加班,8 hr,2,0,做不完的特賣圖  主...,男生進來比較吃香 主...
